pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
15677183	WiFi Router	Linksys	EA3500	NULL	https://fcc.io/Q87/-EA3500	Discontinued 2014		https://git.lede-project.org/?p=source.git;a=commit;h=4f1a9470f067cc5df76571e9d06b7d9240fcc0a3	15.05	21.02.3	NULL	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6282	1	800	64	64	-	5	Marvell 88E6171R	Yes	-		2x Marvell 88W8366	b/g/n	a/n	2x3	mwlwifi	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	1	2	-	12 VDC, 2.0 A	toh:linksys:ea3500	View/Edit data	NULL	NULL	EA3500	EA3500	https://wikidevi.wi-cat.ru/Linksys_EA3500	http://www.linksys.com/us/p/P-EA3500/	http://downloads.linksys.com/downloads/firmware/FW_EA3500_1.1.40.162464_prod.zip	https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-linksys_ea3500-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-linksys_ea3500-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-linksys_ea3500-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-linksys_ea3500-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	See http://www.wolfteck.com/projects/candyhouse/openwrt/ for an image that can be installed from stock firmware
15677184	WiFi Router	Linksys	EA4500	v1	https://fcc.io/Q87/-EA4500	Discontinued 2014		https://git.lede-project.org/?p=source.git;a=commit;h=6acb552eeeb5f8917dfc4b7fe599fe9136cf2118	15.05	21.02.3	WPA3	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6282	1	1200	128	128	-	5	Marvell 88E6171R	Yes	-		2x Marvell 88W8366	b/g/n	a/n	3x3	mwlwifi	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	2	2	-	12 VDC, 2.0 A	toh:linksys:ea4500	View/Edit data	NULL	NULL	EA4500	EA4500	https://wikidevi.wi-cat.ru/Linksys_EA4500	https://www.linksys.com/us/support-product?pid=01t80000003K7iqAAC	http://downloads.linksys.com/downloads/firmware/1224692441473/FW_EA4500_2.1.41.164606.img.zip	https://downloads.openwrt.org/releases/21.02.0/targets/kirkwood/generic/openwrt-21.02.0-kirkwood-linksys_ea4500-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.0/targets/kirkwood/generic/openwrt-21.02.0-kirkwood-linksys_ea4500-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-linksys_ea4500-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-linksys_ea4500-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	Same hardware as E4200 v2
15677185	WiFi Router	Linksys	EA4500	v2	https://fcc.io/Q87/-E4200V2	Discontinued			17.01.0	21.02.3	WPA3	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6282	1	1200	128	128	-	5	Marvell 88E6171R	Yes	-		2x Marvell 88W8366	b/g/n	a/n	3x3 MIMO	mwlwifi	-	-	2x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	2	2	-	12 VDC, 2.0 A	toh:linksys:ea4500	View/Edit data	NULL	NULL	EA4500	EA4500	https://wikidevi.wi-cat.ru/Linksys_E4200_v2	https://www.linksys.com/us/support-product?pid=01t80000003K7iqAAC		https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-linksys_ea4500-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-linksys_ea4500-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-linksys_ea4500-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-linksys_ea4500-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	Same hardware as E4200 v2 acc. wikidevi.
15677186	WiFi Router	Linksys	EA6100	1.0	NULL	Available 2019	amazon.com, amazon.de				Possible to support	ramips	mt7620	mipsel_24kc	?	MediaTek MT7620A	1	580	128NAND	128	5	-	MediaTek MT7620A	Yes	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	-	?	1x 2.0	-		NULL	NULL	NULL		?		?			?	?		View/Edit data	NULL	NULL	EA6100	EA6100	https://wikidevi.wi-cat.ru/Linksys_EA6100	http://www.linksys.com/en-eu/products/routers/EA6100		NULL	NULL	NULL	NULL	NULL		NULL		media:linksys:ea6100.jpg	
15677187	WiFi Router	Linksys	EA6200	NULL	NULL	Discontinued 2015					image build disabled as of 2017-01-25	bcm53xx	generic	arm_cortex-a9	CFE	Broadcom BCM47081	1	800	128NAND	128	-	5	Broadcom BCM47081	Yes	-		Broadcom BCM4352	b/g/n	a/n/ac		b43	-	?	1x 3.0	-		NULL	NULL	NULL		Yes	?	Yes	1	2	-	12 VDC, 2.0 A	toh:linksys:ea6200	View/Edit data	NULL	NULL	EA6200	EA6200	https://wikidevi.wi-cat.ru/Linksys_EA6200		http://downloads.linksys.com/downloads/firmware/1224698796855/FW_EA6200_1.1.41.164830_prod.img	NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	Hardware wise pretty much the same as EA6300; image build for EA6300 disabled as of 2017-01-25, see https://git.lede-project.org/?p=source.git;a=commit;h=55ff15cfd50927c393300c372efe55ccbc41ad6d
15677188	WiFi Router	Linksys	EA6300	v1	NULL	Discontinued 2015		https://git.lede-project.org/?p=source.git;a=commit;h=c6401c6d617748f2f76cf548e525c88b9942ce98	21.02.2	21.02.3	NULL	bcm53xx	generic	arm_cortex-a9	?	Broadcom BCM4708A0	2	800	128	128	-	5	Broadcom BCM4708A0	?	-		Broadcom BCM4360	b/g/n	a/n/ac		b43	-	-	1x 3.0	?		-	-	-		?	?	?	?	?	-	12 VDC, 2.0 A		View/Edit data	https://forum.openwrt.org/viewtopic.php?pid=280612	NULL	EA6300	EA6300	https://wikidevi.wi-cat.ru/Linksys_EA6300_v1	http://www.linksys.com/us/p/P-EA6300/	http://www.linksys.com/us/support-article?articleNum=148392	https://downloads.openwrt.org/releases/21.02.3/targets/bcm53xx/generic/openwrt-21.02.3-bcm53xx-generic-linksys_ea6300-v1-squashfs.trx	https://downloads.openwrt.org/releases/21.02.3/targets/bcm53xx/generic/openwrt-21.02.3-bcm53xx-generic-linksys_ea6300-v1-squashfs.trx	https://downloads.openwrt.org/snapshots/targets/bcm53xx/generic/openwrt-bcm53xx-generic-linksys_ea6300-v1-squashfs.trx	https://downloads.openwrt.org/snapshots/targets/bcm53xx/generic/openwrt-bcm53xx-generic-linksys_ea6300-v1-squashfs.trx	unknown		unknown		media:example:genericrouter1.png	
15677189	WiFi Router	Linksys	EA6350	v3 (civic)	https://fcc.io/Q87/-EA6350V3	Available 2019	amazon.com, amazon.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=a873b292840848b67addb5be0c762d292bde33a1	19.07.0	21.02.3	NULL	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm Atheros IPQ4018	4	710	128NAND	256	-	5	Qualcomm Atheros QCA8075	Yes	-		Qualcomm Atheros IPQ4018	b/g/n	a/n/ac	2x2 MU-MIMO	ath10k	-	-	1x 3.0	-		-	-	-		Yes	115200 / 8N1	?	1	2	-	12 VDC, 2.0 A	toh:linksys:ea6350_v3	View/Edit data	http://forum.openwrt.org/t/add-support-for-linksys-ea6350-v3/18907	NULL	EA6350	EA6350	https://wikidevi.wi-cat.ru/Linksys_EA6350_v3	https://www.linksys.com/p/P-EA6350/	https://www.linksys.com/gb/support-article?articleNum=148481	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-linksys_ea6350v3-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-linksys_ea6350v3-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_ea6350v3-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_ea6350v3-squashfs-sysupgrade.bin	see git-commit		U-Boot TFTP recovery	the "mtd write" method works	media:linksys:ea6350_v3.jpg	For switching back to the original firmware, you can use the TFTP + Serial method or use the generic "MTD write" method.
15677190	WiFi Router	Linksys	EA6400	1.0	NULL	Discontinued 2014					WIP	bcm53xx	generic	arm_cortex-a9	?	Broadcom BCM4708A0	2	800	128NAND	128	-	5	?	?	-		Broadcom BCM4360	b/g/n	a/n/ac		b43	-	?	1x 3.0	-		NULL	NULL	NULL		?		?			?	12 VDC, 3.0 A		View/Edit data	NULL	NULL	EA6400	EA6400	https://wikidevi.wi-cat.ru/Linksys_EA6400			NULL	NULL	NULL	NULL	NULL		NULL		media:linksys:ea6400.jpg	
15677192	WiFi Router	Linksys	EA6500	v2	NULL	Discontinued 2014		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=53be2d2a4eaba78c1f2053589f16cf95ae9c5dd1	19.07.0	21.02.3	NULL	bcm53xx	generic	arm_cortex-a9	CFE	Broadcom BCM4708A0	2	800	128NAND	256	-	5	Broadcom BCM4708A0	Yes	-		Broadcom BCM4360	b/g/n	a/n/ac		b43	-	-	2x 3.0	-		-	-	-		?		?	1	2	-	12 VDC, 3.5 A	toh:linksys:ea6500_v2	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=44218	NULL	EA6500	EA6500	https://wikidevi.wi-cat.ru/Linksys_EA6500_v2			https://downloads.openwrt.org/releases/21.02.3/targets/bcm53xx/generic/openwrt-21.02.3-bcm53xx-generic-linksys_ea6500-v2-squashfs.trx	NULL	https://downloads.openwrt.org/snapshots/targets/bcm53xx/generic/openwrt-bcm53xx-generic-linksys_ea6500-v2-squashfs.trx	NULL	unknown		unknown		media:example:genericrouter1.png	
15677193	WiFi Router	Linksys	EA6700	NULL	https://fcc.io/Q87/-EA6700	Discontinued 2014					WIP	bcm53xx	generic	arm_cortex-a9	CFE	Broadcom BCM4708A0	2	800	128NAND	128	-	5	Broadcom BCM4708A0	?	-		Broadcom BCM4360	b/g/n	a/n/ac		b43	-	-	2x 3.0	-		-	-	-		Yes	?	?	1	2	-	12 VDC, 3.5 A		View/Edit data	https://forum.openwrt.org/viewtopic.php?id=44218	NULL	EA6700	EA6700	https://wikidevi.wi-cat.ru/Linksys_EA6700			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15677195	WiFi Router	Linksys	EA7300	v1	https://fcc.io/Q87/-EA7300	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=ed087cba8a8e41f76f9487caa34eff926ea8a065	21.02.0	21.02.3	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621A	2	880	128NAND	256	-	5	MediaTek MT7621A	Yes	-		MediaTek MT7615N	b/g/n	a/n/ac		mt76	-	-	1x 3.0	-		-	-	-		Yes	115200 / 8N1	?	12	2	-	12 VDC, 2.5 A	toh:linksys:ea7300_v1	View/Edit data	NULL	NULL	EA7300	EA7300	https://wikidevi.wi-cat.ru/Linksys_EA7300_v1	https://www.linksys.com/gb/p/P-EA7300/	https://www.linksys.com/gb/support-article?articleNum=205516	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_ea7300-v1-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_ea7300-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea7300-v1-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea7300-v1-squashfs-sysupgrade.bin	see git-commit		see git-commit		media:example:genericrouter1.png	
15677200	WiFi Router	Linksys	EA7300	v2	https://fcc.io/Q87/-03397	Available 2020	amazon.de, jacob.de, mindfactory.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=620f9c773413a0deaeda2bdc22d5e9cb89b9317f	21.02.0	21.02.3	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	128NAND	256	-	5	MediaTek MT7621AT	Yes	-		MediaTek MT7615N	b/g/n	a/n/ac		mt76	-	-	1x 3.0	-		-	-	-		?	?	?	12	2	-	12 VDC, 1.5 A	toh:linksys:ea7300_v2	View/Edit data	NULL	NULL	EA7300	EA7300	https://wikidevi.wi-cat.ru/Linksys_EA7300_v2	https://www.linksys.com/us/p/P-EA7300/	https://www.linksys.com/us/support-article?articleNum=205516	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_ea7300-v2-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_ea7300-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea7300-v2-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea7300-v2-squashfs-sysupgrade.bin	see git-commit		see git-commit		media:example:genericrouter1.png	
15677201	WiFi Router	Linksys	EA7500	V1	https://fcc.io/Q87/-EA7500	Available 2020	alternate.de, amazon.com, amazon.de, voelkner.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=20c7abd4b7b9b4203b6858136b2c811b6dbd8dae	21.02.0	21.02.3	NULL	ipq806x	generic	arm_cortex-a15_neon-vfpv4	U-Boot	Qualcomm IPQ8064	2	1400	128NAND	256	-	5	Qualcomm Atheros QCA8337	Yes	-		Qualcomm Atheros QCA9983	b/g/n	a/n/ac		ath10k-ct	3	-	1x 3.0	-		-	-	-		Yes	115200 / 8N1	No	1	2	-	12 VDC, 3.5 A		View/Edit data	https://forum.openwrt.org/t/linksys-ea7500-v1-and-openwrt/58205	NULL	EA7500	EA7500	https://wikidevi.wi-cat.ru/Linksys_EA7500	https://www.linksys.com/us/p/P-EA7500/	https://www.linksys.com/gb/support-article?articleNum=208638	https://downloads.openwrt.org/releases/21.02.3/targets/ipq806x/generic/openwrt-21.02.3-ipq806x-generic-linksys_ea7500-v1-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ipq806x/generic/openwrt-21.02.3-ipq806x-generic-linksys_ea7500-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ipq806x/generic/openwrt-ipq806x-generic-linksys_ea7500-v1-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ipq806x/generic/openwrt-ipq806x-generic-linksys_ea7500-v1-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery	Some devices won't flash via web-gui. In that case, only method u-boot + serial works.	U-Boot TFTP + serial recovery		media:linksys:linksys_ea7500_v1.png	
15677202	WiFi Router	Linksys	EA7500	v2	https://fcc.io/Q87/-EA7500V2	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=31b49f02ca8a82a36f920d4b29626f2845e9eb50	21.02.0	21.02.3	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	128NAND	256	-	5	MediaTek MT7621AT	Yes	-		MediaTek MT7615N	b/g/n	a/n/ac		mt76	3	-	1x 3.0	-		-	-	-		?	?	?	12	2	-	12 VDC, 2.5 A		View/Edit data	NULL	NULL	EA7500	EA7500	https://wikidevi.wi-cat.ru/Linksys_EA7500_v2	https://www.linksys.com/us/p/P-EA7500/	https://www.linksys.com/us/support-article/?articleNum=183933	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_ea7500-v2-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_ea7500-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea7500-v2-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea7500-v2-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15677204	WiFi Router	Linksys	EA8100	v2	http://?	unknown 2021	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=0c721434ea56044cdc1c13554c970b82471bc43e		snapshot	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	128NAND	256	-	5	?	?	-		MediaTek MT7615N	b/g/n	a/n/ac		mt76	?	?	1x 3.0	-		-	-	-		?	?	?	7	?	-	12 VDC, 2.5 A	toh:linksys:ea8100_v2	View/Edit data	NULL	NULL	EA8100	EA8100	NULL	https://www.linksys.com/vn/wireless-routers/traditional-routers/linksys-ea8100-max-stream-dual-band-wifi-5-router/p/p-ea8100/	http://?	NULL	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea8100-v2-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_ea8100-v2-squashfs-sysupgrade.bin	see git-commit		see git-commit		media:example:genericrouter1.png	
15677205	WiFi Router	Linksys	EA8300	v1	https://fcc.io/Q87/-EA8300	Available 2019	amazon.com, amazon.de, reichelt.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=819e7946b0964725dab50c92797f49cf4053d955	19.07.0	21.02.3	Bluetooth	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm IPQ4019	4	717	256NAND	256	-	5	Qualcomm Atheros QCA8075	Yes	-		Qualcomm Atheros QCA9886	b/g/n	a/n/ac		unknown	-	4.1	1x 3.0	-		-	-	-		Yes	115200 / 8N1	?	4	2	-	12 VDC, 2.0 A	toh:linksys:ea8300	View/Edit data	NULL	NULL	EA8300	EA8300	https://wikidevi.wi-cat.ru/Linksys_EA8300	https://www.linksys.com/us/p/P-EA8300/	https://www.linksys.com/us/support-article?articleNum=226202	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-linksys_ea8300-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-linksys_ea8300-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_ea8300-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_ea8300-squashfs-sysupgrade.bin	see git-commit		Linksys TFTP		media:linksys:ea8300.jpg	
15677212	WiFi Router	Linksys	EA9500	v1.1	https://fcc.io/Q87/-EA9500	Available 2021	amazon.com, amazon.de, jacob.de, alternate.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=209c5918b511d9e406a094ba246a985b640e519f	21.02.0	21.02.3	MU-MIMO front 8 level LEDs	bcm53xx	generic	arm_cortex-a9	CFE	Broadcom BCM4709C0	2	1400	128NAND	256	-	9	Internal: BCM5012, External: Broadcom BCM53125S	Yes	-	It has 2 switches for all 8 LAN Gigabit ports	Broadcom BCM4366	b/g/n	a/n/ac	radio0 just supports channel 36 up to 48 + radio2 only 100 up to 140	brcmfmac	-	-	1x 3.0	-		-	-	-		Yes	115200 / 8N1	Yes	17	3	-	12 VDC, 5.0 A	toh:linksys:ea9500_v1	View/Edit data	https://forum.openwrt.org/t/build-for-linksys-ea9500/1817/1	NULL	EA9500	EA9500	https://wikidevi.wi-cat.ru/Linksys_EA9500_v1	https://www.linksys.com/us/p/P-EA9500/	https://www.linksys.com/us/support-article?articleNum=198573	https://www.dropbox.com/s/tff1c9yomamsgh0/openwrt-EA9500-Non-US-20201219.zip?dl=0	https://downloads.openwrt.org/releases/21.02.3/targets/bcm53xx/generic/openwrt-21.02.3-bcm53xx-generic-linksys_ea9500-squashfs.trx	http://www.dropbox.com/s/tff1c9yomamsgh0/openwrt-EA9500-Non-US-20201219.zip?dl=0	https://downloads.openwrt.org/snapshots/targets/bcm53xx/generic/openwrt-bcm53xx-generic-linksys_ea9500-squashfs.trx	see forum	For external image see forum.	CFE TFTP + serial recovery		media:linksys:linksys-ea9500-v1.jpg	
15677213	WiFi Router	Linksys	MR8300	NULL	https://fcc.io/Q87/-EA8300	Available 2020	amazon.de, jacob.de, mindfactory.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=a9071d02b5ab11fbd73ea42076a09f2fd8136517	21.02.0	21.02.3	NULL	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm IPQ4019	4	717	256NAND	512	-	5	Qualcomm Atheros QCA8075	Yes	-		Qualcomm Atheros QCA9888	b/g/n	a/n/ac		ath10k	-	?	1x 3.0	-		-	-	-		Yes	?	?	5	2	-	12 VDC, 2.0 A	toh:linksys:mr8300	View/Edit data	NULL	NULL	MR8300	MR8300	https://wikidevi.wi-cat.ru/Linksys_MR8300	https://www.linksys.com/us/p/P-MR8300/	https://www.linksys.com/us/support-article?articleNum=293921	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-linksys_mr8300-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ipq40xx/generic/openwrt-21.02.3-ipq40xx-generic-linksys_mr8300-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_mr8300-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-linksys_mr8300-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15677219	Single Board Computer	Xunlong	Orange Pi PC	NULL	NULL	Available 2019	aliexpress.com, banggood.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=70130268a85ea2373c6787414a20caa31ab05df7	18.06.0	21.02.3	NULL	sunxi	cortexa7	arm_cortex-a8_vfpv3	U-Boot	Allwinner H3	4	1300	microSD	1024	1	-	-	?	-		-	-	-		unknown	-	-	3x 2.0	-		HDMI	Microphone	-		Yes	115200 / 8N1	?	2	-	more than 20	5 VDC, 2.0 A		View/Edit data	NULL	NULL	Orange Pi PC	Orange Pi PC	https://wikidevi.wi-cat.ru/Orange_Pi_PC	http://www.orangepi.org/orangepipc/		https://downloads.openwrt.org/releases/21.02.3/targets/sunxi/cortexa7/openwrt-21.02.3-sunxi-cortexa7-xunlong_orangepi-pc-ext4-sdcard.img.gz	NULL	https://downloads.openwrt.org/snapshots/targets/sunxi/cortexa7/openwrt-sunxi-cortexa7-xunlong_orangepi-pc-ext4-sdcard.img.gz	NULL	Sunxi installation		NULL		media:example:genericrouter1.png	
15677222	WiFi Router	Linksys	WRT32X	v1 (venom)	https://fcc.io/Q87/-WRT3200ACM	Available 2022	Amazon, Aliexpress, Newegg	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=bfbdeeb3de3da31f7e5f9bd429e079c2d839644a	18.06.0	21.02.3	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	U-Boot	Marvell Armada 385 88F6820	2	1866	256NAND	512	-	5	Marvell 88E6352	Yes	-		Marvell 88W8964	b/g/n	a/n/ac		mwlwifi	4	?	1x 3.0	1	eSATA <-> USB2	-	-	-		Yes	115200 / 8N1	Yes	?	?	?	12 VDC, 3.0 A	toh:linksys:wrt32x	View/Edit data	https://forum.openwrt.org/t/davidc502-wrt1200ac-wrt1900acx-wrt3200acm-wrt32x-builds/15839/	NULL	WRT32X	WRT32X	https://wikidevi.wi-cat.ru/Linksys_WRT32X	https://www.linksys.com/us/support-product?pid=01t34000004FeJ0AAK	https://www.linksys.com/us/support-article?articleNum=226203	https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa9/openwrt-21.02.3-mvebu-cortexa9-linksys_wrt32x-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa9/openwrt-21.02.3-mvebu-cortexa9-linksys_wrt32x-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-linksys_wrt32x-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-linksys_wrt32x-squashfs-sysupgrade.bin	see devicepage		see devicepage		media:linksys:linksys-wrt32x.jpg	[Launch Date: 2017.09]
15677223	WiFi Router	Linksys	WRT54G-TM	v1.0	NULL	Discontinued			0.9	21.02.3	NULL	bcm47xx	legacy	mipsel_mips32	?	Broadcom BCM5352E	1	200	8	32	5	-	Broadcom BCM5352E	Yes	-		Broadcom BCM5352E	b/g	-		b43	2	?	-	-		?	?	?		Yes	?	?	?	?	?	12 VDC, 1.0 A	toh:linksys:wrt54g-tm	View/Edit data	NULL	NULL	WRT54G-TM	WRT54G-TM	https://wikidevi.wi-cat.ru/Linksys_WRT54G-TM			https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/legacy/openwrt-21.02.3-bcm47xx-legacy-linksys_wrt54gs-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/legacy/openwrt-bcm47xx-legacy-linksys_wrt54gs-squashfs.bin	NULL	unknown		unknown		media:example:genericrouter1.png	WRT54G-TM is a renamed WRT54GS v3.0
15677224	WiFi Router	Linksys	WRT54G	3.0	NULL	Discontinued			0.9	10.03.1	NULL	brcm47xx	legacy	mipsel_mips32	?	Broadcom BCM4712	1	200	4	16	5	-	?	Yes	-		Broadcom BCM4712	b/g	-		b43	2	?	Mod	-		?	?	?		Yes	?	Yes	?	?	?	12 VDC, 1.0 A	toh:linksys:wrt54g	View/Edit data	NULL	NULL	WRT54G	WRT54G	NULL			https://downloads.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-brcm-2.4-squashfs.trx	https://downloads.openwrt.org/backfire/10.03.1/brcm-2.4/openwrt-brcm-2.4-squashfs.trx	NULL	NULL	TFTP generic		TFTP generic		media:example:genericrouter1.png	
