pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
15677156	WiFi Router	Librerouter	LibreRouter	v1	NULL	Available 2020	librerouter.org	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=24463d0d9479bf701e3aaa122f539a43cc97402b	19.07.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	2	Qualcomm Atheros QCA8337N	Yes	-		Qualcomm Atheros QCA9582 (mini-PCIe)	b/g/n	a/n		ath9k	4	-	2x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	1	1	9	9-32 VDC barrel jack, 12-32 VDC passive PoE		View/Edit data	NULL	NULL	LibreRouter	LibreRouter	NULL	https://librerouter.org/	https://gitlab.com/librerouter/librerouteros/-/releases	NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-librerouter_librerouter-v1-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-librerouter_librerouter-v1-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery	Prefered method: sysupgrade -n	U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
15677157	Router	Linksys	AG241	v1	NULL	Discontinued			8.09.2	10.03.1	NULL	ar7		mipsel_mips32	PSPBoot	Texas Instruments TNETD7200ZDW	1	212	4	16	4	-	?	No	xDSL		-	-	-		none	-	-	-	-		?	?	?		?	?	?	?	?	?	?	toh:linksys:ag241	View/Edit data	NULL	NULL	AG241	AG241	NULL			NULL	NULL	NULL	NULL	TFTP generic	For TFTP, rename OpenWrt image to upgrade_code.bin	TFTP generic	For TFTP, rename OpenWrt image to upgrade_code.bin	media:example:genericrouter1.png	
15677158	Router	Linksys	AG241	v2	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b56c1cfc8fdb10e1aa16c09856b5d02ea154e71c	8.09.2	10.03.1	NULL	ar7		mipsel_mips32	PSPBoot	Texas Instruments TNETD7200ZDW	1	212	4	16	4	-	Infineon ADM6996LC	No	ADSL2+		-	-	-		none	-	-	-	-		-	-	-		Yes	38400 / 8N1	?	?	?	-	12 VDC, 1.0 A	toh:linksys:ag241	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=48631	NULL	AG241	AG241	NULL			https://downloads.openwrt.org/backfire/10.03.1/ar7/openwrt-AG241v2-squashfs-code.bin	NULL	NULL	NULL	TFTP generic	For TFTP, rename OpenWrt image to upgrade_code.bin	TFTP generic	For TFTP, rename OpenWrt image to upgrade_code.bin	media:example:genericrouter1.png	
15677159	Router	Linksys	AG241	v2b	NULL	Discontinued			8.09.2	10.03.1	NULL	ar7		mipsel_mips32	PSPBoot	Texas Instruments TNETD7200ZDW	1	212	4	16	4	-	?	No	xDSL		-	-	-		none	-	-	-	-		?	?	?		?		?	?	?	?	?	toh:linksys:ag241	View/Edit data	NULL	NULL	AG241	AG241	NULL			NULL	NULL	NULL	NULL	TFTP generic	For TFTP, rename OpenWrt image to upgrade_code.bin	TFTP generic	For TFTP, rename OpenWrt image to upgrade_code.bin	media:example:genericrouter1.png	
15677160	WiFi Router	Linksys	E900	v1	https://fcc.io/Q87/-E900	Available 2019	alternate.de, amazon.com, amazon.de	https://git.lede-project.org/?p=source.git;a=commit;h=e75ff873bedc7103c0317d25d8dcbc988af8c3d5	14.07	21.02.3	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM53572	1	300	8	32	5	-	Broadcom BCM5357C0	Yes	-		Broadcom BCM5357C0	b/g/n	-	2x2	b43	-	-	-	-		-	-	-		Yes	?	?	6	2	-	12 VDC, 0.5 A	toh:linksys:e900_v1	View/Edit data	NULL	NULL	E900	E900	https://wikidevi.wi-cat.ru/Linksys_E900	https://www.linksys.com/us/p/P-E900/	https://www.linksys.com/us/support-article?articleNum=148451	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e900-v1-squashfs.bin	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e900-v1-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e900-v1-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e900-v1-squashfs.bin	unknown		unknown		media:example:genericrouter1.png	
15677161	WiFi Router	Linksys	E1000	v1	https://fcc.io/Q87/-E1000	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=b014140c2e15d428aa2e014553e32e1b9d9196fe	14.07	17.01.7	WiFi 2.4GHz partly	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4716	1	300	4	32	5	-	Broadcom BCM5325	Yes	-		Broadcom BCM4716	b/g/n	-		b43	-	-	-	-		-	-	-		Yes	?	Yes	?	?	?	12 VDC, 0.5 A	toh:linksys:e1000	View/Edit data	https://forum.openwrt.org/viewtopic.php?pid=179199	NULL	E1000	linksys E1000 v1	https://wikidevi.wi-cat.ru/Linksys_E1000_v1	https://www.linksys.com/vn/support-product?pid=01t80000003K7fzAAC	https://www.linksys.com/vn/support-article?articleNum=148397	https://downloads.openwrt.org/releases/17.01.7/targets/brcm47xx/mips74k/lede-17.01.7-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin	https://downloads.openwrt.org/releases/17.01.7/targets/brcm47xx/mips74k/lede-17.01.7-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1000-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1000-squashfs.bin	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	
15677162	WiFi Router	Linksys	E1000	v2.1	https://fcc.io/Q87/-E1000V2	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b73b915c549cadd8717c986447676240b553563c	14.07	18.06.9	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM5357	1	300	4	32	5	-	Broadcom BCM5357B0	Yes	-		Broadcom BCM5357B0	b/g/n	-		b43	-	-	-	?		-	-	-		Yes	?	Yes	?	?	-	12 VDC, 0.5 A	toh:linksys:e1000	View/Edit data	NULL	NULL	E1000	E1000	https://wikidevi.wi-cat.ru/Linksys_E1000_v2.0		https://www.linksys.com/us/support-article?articleNum=148397	https://downloads.openwrt.org/releases/18.06.9/targets/brcm47xx/mips74k/openwrt-18.06.9-brcm47xx-mips74k-linksys-e1000-squashfs.bin	https://downloads.openwrt.org/releases/18.06.9/targets/brcm47xx/mips74k/openwrt-18.06.9-brcm47xx-mips74k-linksys-e1000-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1000-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1000-squashfs.bin	CFE TFTP + serial recovery		CFE TFTP + serial recovery		media:example:genericrouter1.png	
15677163	WiFi Router	Linksys	E1200	v1	https://fcc.io/Q87/-E1200	Discontinued 2017		https://git.lede-project.org/?p=source.git;a=commit;h=bc5b56f42b7185e1dc41aab77b2c1f98410918bf	17.01.0	21.02.3	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5357B0	1	300	4	32	5	-	Broadcom BCM5357B0	Yes	-		Broadcom BCM5357B0	b/g/n	-		b43	-	-	-	-		-	-	-		?	?	?	?	?	-	12 VDC, 0.5 A		View/Edit data	NULL	NULL	E1200	E1200	https://wikidevi.wi-cat.ru/Linksys_E1200_v1			https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e1200-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1200-v1-squashfs.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
15677164	WiFi Router	Linksys	E1200	v2	https://fcc.io/Q87/-E1200V2	Available 2019	alternate.de, reichelt.de, voelkner.de	https://git.lede-project.org/?p=source.git;a=commit;h=bc5b56f42b7185e1dc41aab77b2c1f98410918bf	14.07	21.02.3	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM5357	1	300	8	32	5	-	Broadcom BCM5357	Yes	-		Broadcom BCM5357	b/g/n	-	MIMO 2x2	b43	-	-	-	-		?	?	?		Yes	115200 / 8N1	Yes	?	?	?	12 VDC, 0.5 A	toh:linksys:e1200_v2	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=48470	NULL	E1200	E1200	https://wikidevi.wi-cat.ru/Linksys_E1200_v2	http://www.linksys.com/us/support-product?pid=01t80000003KRTzAAO		https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e1200-v2-squashfs.bin	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e1200-v2-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1200-v2-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1200-v2-squashfs.bin	GUI OEM		CFE TFTP + serial recovery		media:linksys:e1200_v2_serial.jpg	Mine has a Cisco logo on it
15677165	WiFi Router	Linksys	E1500	v1	https://fcc.io/Q87/-E1500	Discontinued 2015		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=98ef9e5411bfba94abc7db66d6e000122813dca8	17.01.0	21.02.3	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5357B0	1	300	8	32	5	-	Broadcom BCM5357B0	Yes	-		Broadcom BCM5357B0	b/g/n	-		b43	-	-	-	-		-	-	-		?	?	?	?	?	-	12 VDC, 0.5 A		View/Edit data	NULL	NULL	E1500	E1500	https://wikidevi.wi-cat.ru/Linksys_E1500	http://www.linksys.com/us/support-product?pid=01t80000003K7aAAAS	http://www.linksys.com/us/support-article?articleNum=148342	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e1500-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1500-v1-squashfs.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
15677166	WiFi Router	Linksys	E1550	v1	https://fcc.io/Q87/-E1550	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=98ef9e5411bfba94abc7db66d6e000122813dca8	17.01.0	21.02.3	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5358UB0	1	300	16	64	5	-	Broadcom BCM5358UB0	?	-		Broadcom BCM5358UB0	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		?	?	?	?	?	-	12 VDC, 1.5 A		View/Edit data	NULL	NULL	E1550	E1550	https://wikidevi.wi-cat.ru/Linksys_E1550	http://www.linksys.com/us/support-product/?pid=01t80000003K7WIAA0		https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e1550-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1550-v1-squashfs.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
15677167	WiFi Router	Linksys	E1700	NULL	https://fcc.io/Q87-E1700	Available 2019	amazon.de	https://git.lede-project.org/?p=source.git;a=commit;h=d738d22bf8303bd84e925b2b0c90793a1f3d89e5	15.05.1	21.02.3	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	-	5	MediaTek MT7530	Yes	-		MediaTek MT7620A	b/g/n	-		mt76	2	-	-	-		-	-	-		Yes	57600 / 8N1	?	7	2	-	12 VDC, 0.5 A	toh:linksys:e1700	View/Edit data	NULL	NULL	E1700	E1700	https://wikidevi.wi-cat.ru/Linksys_E1700	http://www.linksys.com/us/support-product?pid=01t80000003egChAAI	http://www.linksys.com/us/support-article?articleNum=148502	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-linksys_e1700-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-linksys_e1700-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-linksys_e1700-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-linksys_e1700-squashfs-sysupgrade.bin	U-Boot TFTP recovery	For TFTP, rename -factory image to um_factory_fw.bin	U-Boot TFTP recovery	For TFTP, rename -factory image to um_factory_fw.bin	media:example:genericrouter1.png	need to downgrade original FW first to version 1.0.00 (get FW_E1700_v1.0.00.081_20131220.bin at https://db.tt/m95cTvHq, md5sum: 68f9f63de22d508bdd699a749bcdc2d0). Ports comming up as 100mbit rather than gigabit. Wifi appears weak or incomplete, have not been able to select antenna.
15677168	WiFi Router	Linksys	E2000	v1	https://fcc.io/Q87/-E2000	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=98ef9e5411bfba94abc7db66d6e000122813dca8	14.07	21.02.3	NULL	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4717	1	354	8	32	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4717	b/g/n	a/n		broadcom-wl	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	?	?	-	12 VDC, 1.0 A	toh:linksys:e2000_v1	View/Edit data	NULL	NULL	E2000	E2000	https://wikidevi.wi-cat.ru/Linksys_E2000			https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e2000-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e2000-v1-squashfs.bin	NULL	see devicepage		see devicepage		media:example:genericrouter1.png	
15677170	WiFi Router	Linksys	E2100L	1.0	https://fcc.io/Q87/-E2100L	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=21cb84435a9fcc1b94b30a672d6d3a8751fe9afb			NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9130	1	400	8	64	5	-	Realtek RTL8306SD	Yes	-		Atheros AR9130	b/g/n	-		ath9k	2	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes			-	12 VDC, 1.5 A	toh:linksys:e2100l	View/Edit data	https://forum.openwrt.org/viewtopic.php?pid=120791\\	NULL	E2100L	E2100L	https://wikidevi.wi-cat.ru/Linksys_E2100L			NULL	NULL	NULL	NULL	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	To be confirmed: Works with WRT160NL images according forum thread.
15677171	WiFi Router	Linksys	E2500	v1	https://fcc.io/Q87/-E2500	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=98ef9e5411bfba94abc7db66d6e000122813dca8	15.05	21.02.3	WiFi 5GHz	bcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5358	1	300	8	64	5	-	Broadcom BCM5358UB0	?	-		Broadcom BCM43236	b/g/n	a/n		b43	-	-	-	-		-	-	-		?		?	?	?	-	12 VDC, 1.0 A	toh:linksys:e2500_v1	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=46097	NULL	E2500	E2500	https://wikidevi.wi-cat.ru/Linksys_E2500_v1	http://www.linksys.com/us/support-product?pid=01t80000003KZuNAAW	http://downloads.linksys.com/downloads/firmware/1224666609554/FW_E2500_2.0.00.001_US_20140417.bin	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e2500-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e2500-v1-squashfs.bin	NULL	GUI OEM		NULL		media:example:genericrouter1.png	
15677173	WiFi Router	Linksys	E2500	v2	https://fcc.io/Q87/-E2500V2	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=98ef9e5411bfba94abc7db66d6e000122813dca8	17.01.0	21.02.3	WiFi 5GHz	bcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5358UB0	1	300	8	64	5	-	Broadcom BCM5358UB0	?	-		Broadcom BCM5358UB0	b/g/n	a/n		b43	-	-	-	-		-	-	-		?	?	?	?	?	-	12 VDC, 1.0 A		View/Edit data	NULL	NULL	E2500	E2500	https://wikidevi.wi-cat.ru/Linksys_E2500_v2			https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e2500-v2-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e2500-v2-squashfs.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
15677174	WiFi Router	Linksys	E2500	v3	https://fcc.io/Q87/-E2500V3	Available 2019	alternate.de, amazon.de, voelkner.de	https://git.lede-project.org/?p=source.git;a=commit;h=463a449f841c5bc54e7ca88c3ea6acc5281a7602	17.01.0	21.02.3	WiFi 5GHz	bcm47xx	mips74k	mipsel_74kc	?	Broadcom BCM5358UB0	1	500	16	64	5	-	Broadcom BCM5358UB0	?	-		Broadcom BCM5358UB0	b/g/n	a/n		b43	-	-	1x 2.0	-		-	-	-		?	?	?	?	?	-	12 VDC, 1.0 A		View/Edit data	NULL	NULL	E2500	E2500	https://wikidevi.wi-cat.ru/Linksys_E2500_v3	http://www.linksys.com/us/support-product?pid=01t80000003KZuNAAW		https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e2500-v3-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e2500-v3-squashfs.bin	NULL	unknown		unknown		media:example:genericrouter1.png	
15677175	WiFi Router	Linksys	E2500	v4	https://fcc.io/Q87/-03418	Available 2019	Walmart				NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628DAN	1	580	16	64	5	-	MediaTek MT7628DAN	Yes	-	4 LAN, 1 WAN	MediaTek MT7628DAN	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	6	2	-	12 VDC, 0.5 A		View/Edit data	https://forum.openwrt.org/t/support-for-linksys-e2500-v4/56695	NULL	E2500 V4	E2500 V4	https://wikidevi.wi-cat.ru/Linksys_E2500_v4	https://www.linksys.com/us/support-product?pid=01t80000003KZuNAAW	https://www.linksys.com/us/support-article?articleNum=148377	NULL	NULL	NULL	NULL	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
15677176	WiFi Router	Linksys	E3000	v1	https://fcc.io/Q87/-E3000	Discontinued			14.07	21.02.3	NULL	brcm47xx	generic	mipsel_mips32	CFE	Broadcom BCM4718	1	480	8	64	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	a/n		b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	12 VDC, 1.5 A	toh:linksys:e3000_v1	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=33560	NULL	E3000	E3000	https://wikidevi.wi-cat.ru/Linksys_E3000			https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/generic/openwrt-21.02.3-bcm47xx-generic-linksys_e3000-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/generic/openwrt-bcm47xx-generic-linksys_e3000-v1-squashfs.bin	NULL	GUI OEM		NULL		media:example:genericrouter1.png	
15677177	WiFi Router	Linksys	E3200	v1	https://fcc.io/Q87/-E3200	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=35661401da6c8d55787f4f0fa4b6c32372a0bcf4	14.07	21.02.3	WiFi 5GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM47186	1	500	16	64	-	5	Broadcom BCM53125	Yes	-		Broadcom BCM47186	b/g/n	a/n		b43	-	-	1x 2.0	-		-	-	-		Yes	?	Yes	?	?	-	12 VDC, 2.0 A	toh:linksys:e3200_v1	View/Edit data	NULL	NULL	E3200	E3200	https://wikidevi.wi-cat.ru/Linksys_E3200	https://www.linksys.com/us/support-product/?pid=01t80000003K7dcAAC	https://www.linksys.com/us/support-article?articleNum=148386	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e3200-v1-squashfs.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e3200-v1-squashfs.bin	NULL	unknown		unknown		media:linksys:e3200.jpg	
15677178	WiFi Router	Linksys	E4200	v1.0	https://fcc.io/Q87/-E4200	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=98ef9e5411bfba94abc7db66d6e000122813dca8	14.07	21.02.3	WiFi 5GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4718	1	480	16	64	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4718	b/g/n	a/n		b43	-	-	1x 2.0	-		-	-	-		?	?	?	1	?	-	12 VDC, 2.0 A	toh:linksys:e4200_v1	View/Edit data	https://forum.openwrt.org/viewtopic.php?pid=290209	NULL	E4200	E4200	https://wikidevi.wi-cat.ru/Linksys_E4200_v1	https://www.linksys.com/us/support-product?pid=01t80000003K7blAAC	https://www.linksys.com/us/support-article?articleNum=148376	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e4200-v1-squashfs.bin	https://downloads.openwrt.org/releases/21.02.3/targets/bcm47xx/mips74k/openwrt-21.02.3-bcm47xx-mips74k-linksys_e4200-v1-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e4200-v1-squashfs.bin	https://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e4200-v1-squashfs.bin	see forum		TFTP generic		media:linksys:linksys-cisco_e4200-v1.jpg	This router has a 5 GHz radio, but as of OpenWrt 19.07.3 r11063-85e04e9f46, the 5 GHz radio only operates as 2.4 GHz,
15677180	WiFi Router	Linksys	E5600	v1	https://fccid.io/Q87-08205/	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=251c995cbb1ea5ad1de14775312c2bd19ed10439	21.02.0	21.02.3	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621A	2	880	128NAND	128	-	5	MediaTek MT7621A	Yes	-		MediaTek MT7613E	b/g/n	a/n/ac	MIMO	mt76	-	-	-	-		-	-	-		Yes	115200 / 8N1	No	6	2	-	12V 1.5A	toh:linksys:e5600	View/Edit data	https://forum.openwrt.org/t/adding-openwrt-support-for-linksys-e5600/78586	NULL	E5600	E5600	NULL	https://www.linksys.com/us/p/P-E5600/	https://www.linksys.com/us/support-article?articleNum=317122	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_e5600-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7621/openwrt-21.02.3-ramips-mt7621-linksys_e5600-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_e5600-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-linksys_e5600-squashfs-sysupgrade.bin	Linksys TFTP		unknown		media:example:genericrouter1.png	
15677182	WiFi Router	Linksys	E8450	NULL	https://fcc.io/K7S-03571	Available 2020	FCC	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=aa94e34c1d7ce40684ec01b8ddc056548ecd34f0		snapshot	NULL	mediatek	mt7622	aarch64_cortex-a53	U-Boot	MediaTek MT7622BV	2	1350	128NAND	512	-	5	MediaTek MT7531BE	Yes	-		MediaTek MT7915E	b/g/n	a/n/ac/ax		mt76	-	-	1x 2.0	-	only USB 2.0 is wired despite SoC supporting USB 3.0	-	-	-		Yes	115200 / 8N1	Yes	4	2	-	12 VDC, 2.0 A	toh:linksys:e8450	View/Edit data	https://forum.openwrt.org/t/belkin-rt3200-linksys-e8450-wifi-ax-discussion/94302	NULL	E8450	Linksys E8450	https://wikidevi.wi-cat.ru/Linksys_E8450	https://www.linksys.com/us/p/P-E8450/	https://www.linksys.com/us/support-article?articleNum=317332	NULL	NULL	NULL	https://downloads.openwrt.org/snapshots/targets/mediatek/mt7622/openwrt-mediatek-mt7622-linksys_e8450-squashfs-sysupgrade.bin	see devicepage		see devicepage		media:linksys:e8450_side.png	
